Итерация,Значение
1172,0.6331782
1173,0.6329882
1174,0.6327983
1175,0.6326085
1176,0.6324187
1177,0.632229
1178,0.6320393
1179,0.6318497
1180,0.63166016
1181,0.6314707
1182,0.63128126
1183,0.6310919
1184,0.6309026
1185,0.63071334
1186,0.63052416
1187,0.63033503
1188,0.63014597
1189,0.6299569
1190,0.6297679
1191,0.62957895
1192,0.62939006
1193,0.62920123
1194,0.62901247
1195,0.62882376
1196,0.6286351
1197,0.6284465
1198,0.628258
1199,0.6280695
1200,0.6278811
1201,0.62769276
1202,0.62750447
1203,0.62731624
1204,0.62712806
1205,0.62693995
1206,0.6267519
1207,0.6265639
1208,0.626376
1209,0.62618804
1210,0.62600017
1211,0.62581235
1212,0.6256246
1213,0.6254369
1214,0.62524927
1215,0.6250617
1216,0.6248742
1217,0.6246867
1218,0.6244993
1219,0.624312
1220,0.6241247
1221,0.6239375
1222,0.6237503
1223,0.62356323
1224,0.6233762
1225,0.6231892
1226,0.62300223
1227,0.6228153
1228,0.62262845
1229,0.62244165
1230,0.6222549
1231,0.6220682
1232,0.6218816
1233,0.62169504
1234,0.62150854
1235,0.6213221
1236,0.6211357
1237,0.6209494
1238,0.6207631
1239,0.6205769
1240,0.6203908
1241,0.6202047
1242,0.62001866
1243,0.61983263
1244,0.61964667
1245,0.61946076
1246,0.6192749
1247,0.6190891
1248,0.6189034
1249,0.61871773
1250,0.6185321
1251,0.6183466
1252,0.6181611
1253,0.61797565
1254,0.6177903
1255,0.617605
1256,0.6174197
1257,0.6172345
1258,0.61704934
1259,0.6168642
1260,0.61667913
1261,0.6164941
1262,0.61630917
1263,0.6161243
1264,0.61593944
1265,0.61575466
1266,0.61556995
1267,0.6153853
1268,0.6152007
1269,0.61501616
1270,0.6148317
1271,0.61464727
1272,0.61446285
1273,0.6142785
1274,0.6140942
1275,0.61390996
1276,0.6137258
1277,0.61354166
1278,0.6133576
1279,0.6131736
1280,0.61298966
1281,0.6128058
1282,0.61262196
1283,0.6124382
1284,0.6122545
1285,0.61207086
1286,0.6118872
1287,0.61170363
1288,0.6115201
1289,0.61133665
1290,0.61115324
1291,0.6109699
1292,0.6107866
1293,0.6106034
1294,0.6104202
1295,0.6102371
1296,0.6100541
1297,0.6098711
1298,0.60968816
1299,0.60950524
1300,0.60932237
1301,0.60913956
1302,0.6089568
1303,0.6087741
1304,0.6085915
1305,0.6084089
1306,0.6082264
1307,0.60804397
1308,0.6078616
1309,0.60767925
1310,0.607497
1311,0.6073147
1312,0.6071325
1313,0.60695034
1314,0.60676825
1315,0.6065862
1316,0.60640424
1317,0.60622233
1318,0.6060405
1319,0.6058587
1320,0.60567695
1321,0.6054953
1322,0.60531366
1323,0.60513204
1324,0.6049505
1325,0.604769
1326,0.60458755
1327,0.6044062
1328,0.60422486
1329,0.6040436
1330,0.6038624
1331,0.60368127
1332,0.6035002
1333,0.60331917
1334,0.60313815
1335,0.6029572
1336,0.6027763
1337,0.60259545
1338,0.60241467
1339,0.60223395
1340,0.6020533
1341,0.6018727
1342,0.60169214
1343,0.60151166
1344,0.60133123
1345,0.6011508
1346,0.60097045
1347,0.60079014
1348,0.6006099
1349,0.6004297
1350,0.6002496
1351,0.6000695
1352,0.5998895
1353,0.5997096
1354,0.5995297
1355,0.59934986
