Итерация,Значение
1244,244.01271
1245,244.01387
1246,244.01334
1247,244.0144
1248,244.01605
1249,244.01955
1250,244.0207
1251,244.02391
1252,244.02266
1253,244.02591
1254,244.0335
1255,244.03539
1256,244.03677
1257,244.03622
1258,244.03633
1259,244.03561
1260,244.03458
1261,244.03336
1262,244.03651
1263,244.03537
1264,244.039
1265,244.03407
1266,244.0351
1267,244.03493
1268,244.03511
1269,244.03854
1270,244.03629
1271,244.03554
1272,244.03575
1273,244.03543
1274,244.03247
1275,244.03601
1276,244.0354
1277,244.03348
1278,244.03119
1279,244.03143
1280,244.03229
1281,244.0314
1282,244.03656
1283,244.03886
1284,244.04015
1285,244.0431
1286,244.04758
1287,244.05127
1288,244.05031
1289,244.04752
1290,244.04802
1291,244.05109
1292,244.04895
1293,244.047
1294,244.043
1295,244.03773
1296,244.03638
1297,244.03848
1298,244.03891
1299,244.03993
1300,244.04169
1301,244.03995
1302,244.04218
1303,244.04305
1304,244.04398
1305,244.04526
1306,244.04593
1307,244.04701
1308,244.04547
1309,244.04596
1310,244.04799
1311,244.04498
1312,244.0475
1313,244.04973
1314,244.04971
1315,244.04675
1316,244.04686
1317,244.04704
1318,244.04268
1319,244.04439
1320,244.04337
1321,244.04745
1322,244.04938
1323,244.04776
1324,244.04622
1325,244.04497
1326,244.04063
1327,244.04001
1328,244.03726
1329,244.03482
1330,244.03204
1331,244.03424
1332,244.0352
1333,244.03319
1334,244.03189
1335,244.03116
1336,244.03326
1337,244.03328
1338,244.03693
1339,244.03844
1340,244.04143
1341,244.03981
1342,244.04152
1343,244.04146
1344,244.0419
1345,244.04364
1346,244.04231
1347,244.04541
1348,244.04846
1349,244.04694
1350,244.05139
1351,244.05365
1352,244.05392
1353,244.05211
1354,244.05333
1355,244.05014
1356,244.0524
1357,244.05351
1358,244.0505
1359,244.0498
1360,244.05011
1361,244.05362
1362,244.05196
1363,244.05618
1364,244.05821
1365,244.05696
1366,244.05524
1367,244.05115
1368,244.0539
1369,244.05217
1370,244.05528
1371,244.05507
1372,244.05063
1373,244.04825
1374,244.04738
1375,244.04872
1376,244.04607
1377,244.04439
1378,244.04437
1379,244.04819
1380,244.05048
1381,244.05244
1382,244.05246
1383,244.05055
1384,244.05646
1385,244.0583
1386,244.0598
1387,244.06131
1388,244.06422
1389,244.06418
1390,244.06665
1391,244.06606
1392,244.06512
1393,244.0653
1394,244.0629
1395,244.06401
1396,244.06665
1397,244.06627
1398,244.0672
1399,244.06735
1400,244.06958
1401,244.06934
1402,244.07002
1403,244.07025
1404,244.06833
1405,244.06773
1406,244.06584
1407,244.06528
1408,244.06857
1409,244.07285
1410,244.07697
1411,244.07928
1412,244.0826
1413,244.08011
1414,244.07901
1415,244.07712
1416,244.07587
1417,244.07405
1418,244.07361
1419,244.07288
1420,244.07283
1421,244.07413
1422,244.07506
1423,244.077
1424,244.0757
